FY,Customer,Breakout,Category,Amount
2004,MDA,Operation of Government R&D Facilities,R&D,173881368.0
2004,MDA,System Dev. & Demonstration (6.5),R&D,1490943.0
2004,Navy,Aircraft,Products,8730224646.0
2004,Navy,Clothing & Subsistence,Products,399742524.0
2004,Navy,Electronics & Communications,Products,4582877371.0
2004,Navy,Engines & Power Plants,Products,1707822264.0
2004,Navy,ERS,Services,8049120391.0
2004,Navy,FRS&C,Services,6560587238.0
2004,Navy,Fuels,Products,9977742.0
2004,Navy,Ground Vehicles,Products,810502290.0
2004,Navy,ICT,Services,4727581879.0
2004,Navy,Launchers & Munitions,Products,2740791199.0
2004,Navy,MED,Services,337308823.0
2004,Navy,Missiles & Space,Products,4401576277.0
2004,Navy,Other,Products,2980346700.0
2004,Navy,PAMS,Services,8771898744.0
2004,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,806811201.0
2004,Navy,Adv. Technology Dev. (6.3),R&D,2133034979.0
2004,Navy,Applied Research (6.2),R&D,1367974330.0
2004,Navy,Basic Research (6.1),R&D,954984921.0
2004,Navy,Operation of Government R&D Facilities,R&D,614548975.0
2004,Navy,Operational Systems Dev. (6.7),R&D,747915694.0
2004,Navy,System Dev. & Demonstration (6.5),R&D,7202457537.0
2004,Navy,Ships,Products,9432597555.0
2004,Other DoD,Aircraft,Products,256466047.0
2004,Other DoD,Clothing & Subsistence,Products,54753254.0
2004,Other DoD,Electronics & Communications,Products,1352176308.0
2004,Other DoD,Engines & Power Plants,Products,9700800.0
2004,Other DoD,ERS,Services,788685929.0
2004,Other DoD,FRS&C,Services,458795166.0
2004,Other DoD,Fuels,Products,133597.0
2004,Other DoD,Ground Vehicles,Products,17171693.0
2004,Other DoD,ICT,Services,4294892432.0
2004,Other DoD,Launchers & Munitions,Products,45156632.0
2004,Other DoD,MED,Services,6576153792.0
2004,Other DoD,Missiles & Space,Products,66537676.0
2004,Other DoD,Other,Products,1285891276.0
2004,Other DoD,PAMS,Services,2753690033.0
2004,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,79388918.0
2004,Other DoD,Adv. Technology Dev. (6.3),R&D,279625747.0
2004,Other DoD,Applied Research (6.2),R&D,438872102.0
2004,Other DoD,Basic Research (6.1),R&D,207707589.0
2004,Other DoD,Operation of Government R&D Facilities,R&D,21714199.0
2004,Other DoD,Operational Systems Dev. (6.7),R&D,832427.0
2004,Other DoD,System Dev. & Demonstration (6.5),R&D,11957043.0
2004,Other DoD,Ships,Products,26874215.0
2005,Air Force,Aircraft,Products,13975241986.0
2005,Air Force,Clothing & Subsistence,Products,165480213.0
2005,Air Force,Electronics & Communications,Products,3632274003.0
2005,Air Force,Engines & Power Plants,Products,4208669074.0
2005,Air Force,ERS,Services,5379832811.0
2005,Air Force,FRS&C,Services,6212863500.0
2005,Air Force,Fuels,Products,9273147.0
2005,Air Force,Ground Vehicles,Products,116322778.0
2005,Air Force,ICT,Services,3519595064.0
2005,Air Force,Launchers & Munitions,Products,1584842276.0
2005,Air Force,MED,Services,166954435.0
2005,Air Force,Missiles & Space,Products,1931650568.0
2005,Air Force,Other,Products,1927488390.0
2005,Air Force,PAMS,Services,13710392414.0
2005,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1276979388.0
2005,Air Force,Adv. Technology Dev. (6.3),R&D,2437063104.0
2005,Air Force,Applied Research (6.2),R&D,2589855875.0
2005,Air Force,Basic Research (6.1),R&D,1018732321.0
2005,Air Force,Operation of Government R&D Facilities,R&D,81911317.0
2005,Air Force,Operational Systems Dev. (6.7),R&D,973799534.0
2005,Air Force,System Dev. & Demonstration (6.5),R&D,4051593551.0
2005,Air Force,Ships,Products,3027439.0
2005,Army,Aircraft,Products,5596572941.0
2005,Army,Clothing & Subsistence,Products,1993549552.0
2005,Army,Electronics & Communications,Products,9609204226.0
2005,Army,Engines & Power Plants,Products,2213253900.0
2005,Army,ERS,Services,6234943182.0
2005,Army,FRS&C,Services,23109585511.0
2005,Army,Fuels,Products,52472805.0
2005,Army,Ground Vehicles,Products,11192242759.0
2005,Army,ICT,Services,2711563057.0
2005,Army,Launchers & Munitions,Products,6324988702.0
2005,Army,MED,Services,1382058618.0
2005,Army,Missiles & Space,Products,2384275362.0
2005,Army,Other,Products,12428892818.0
2005,Army,PAMS,Services,22871511161.0
2005,Army,Adv. Component Dev. & Prototypes (6.4),R&D,846729656.0
2005,Army,Adv. Technology Dev. (6.3),R&D,2863239154.0
2005,Army,Applied Research (6.2),R&D,1594794159.0
2005,Army,Basic Research (6.1),R&D,2938833925.0
2005,Army,Operation of Government R&D Facilities,R&D,93646187.0
2005,Army,Operational Systems Dev. (6.7),R&D,537954853.0
2005,Army,System Dev. & Demonstration (6.5),R&D,1327432763.0
2005,Army,Ships,Products,81183307.0
2005,DLA,Aircraft,Products,971970269.0
2005,DLA,Clothing & Subsistence,Products,10567171718.0
2005,DLA,Electronics & Communications,Products,1294121658.0
2005,DLA,Engines & Power Plants,Products,1095158357.0
2005,DLA,ERS,Services,225423369.0
2005,DLA,FRS&C,Services,805865696.0
2005,DLA,Fuels,Products,11784995030.0
2005,DLA,Ground Vehicles,Products,619010340.0
2005,DLA,ICT,Services,694641400.0
2005,DLA,Launchers & Munitions,Products,90855557.0
2005,DLA,MED,Services,2140640.0
2005,DLA,Missiles & Space,Products,26325773.0
2005,DLA,Other,Products,5995206097.0
2005,DLA,PAMS,Services,273475926.0
2005,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,1513664.0
2005,DLA,Basic Research (6.1),R&D,15873937.0
2005,DLA,Operational Systems Dev. (6.7),R&D,13467.0
2005,DLA,System Dev. & Demonstration (6.5),R&D,8208394.0
2005,DLA,Ships,Products,187557913.0
2005,MDA,Electronics & Communications,Products,1199445.0
2005,MDA,ERS,Services,2746108.0
2005,MDA,FRS&C,Services,25786699.0
2005,MDA,Ground Vehicles,Products,66660.0
2005,MDA,ICT,Services,27549460.0
2005,MDA,Missiles & Space,Products,3332195881.0
2005,MDA,Other,Products,58939.0
2005,MDA,PAMS,Services,164247451.0
2005,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,300992576.0
2005,MDA,Adv. Technology Dev. (6.3),R&D,593071687.0
2005,MDA,Applied Research (6.2),R&D,13850255.0
2005,MDA,Basic Research (6.1),R&D,107217636.0
2005,MDA,Operation of Government R&D Facilities,R&D,197980904.0
2005,Navy,Aircraft,Products,8510589500.0
2005,Navy,Clothing & Subsistence,Products,428973307.0
2005,Navy,Electronics & Communications,Products,4895775842.0
2005,Navy,Engines & Power Plants,Products,1761493996.0
2005,Navy,ERS,Services,7582594089.0
2005,Navy,FRS&C,Services,6885798516.0
2005,Navy,Fuels,Products,21054341.0
2005,Navy,Ground Vehicles,Products,1024906855.0
2005,Navy,ICT,Services,4189133528.0
2005,Navy,Launchers & Munitions,Products,2445951325.0
2005,Navy,MED,Services,442579094.0
2005,Navy,Missiles & Space,Products,3891766967.0
2005,Navy,Other,Products,3544651013.0
2005,Navy,PAMS,Services,9745323179.0
2005,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,777693837.0
2005,Navy,Adv. Technology Dev. (6.3),R&D,3132962679.0
2005,Navy,Applied Research (6.2),R&D,1500928243.0
2005,Navy,Basic Research (6.1),R&D,1510425977.0
2005,Navy,Operation of Government R&D Facilities,R&D,628704262.0
2005,Navy,Operational Systems Dev. (6.7),R&D,645743051.0
2005,Navy,System Dev. & Demonstration (6.5),R&D,9279983887.0
2005,Navy,Ships,Products,8564982861.0
2005,Other DoD,Aircraft,Products,185693191.0
2005,Other DoD,Clothing & Subsistence,Products,65004279.0
2005,Other DoD,Electronics & Communications,Products,1122765864.0
2005,Other DoD,Engines & Power Plants,Products,31495792.0
2005,Other DoD,ERS,Services,685421999.0
2005,Other DoD,FRS&C,Services,411429373.0
2005,Other DoD,Fuels,Products,143594.0
2005,Other DoD,Ground Vehicles,Products,8599652.0
2005,Other DoD,ICT,Services,5181992420.0
2005,Other DoD,Launchers & Munitions,Products,18835766.0
2005,Other DoD,MED,Services,7952328616.0
2005,Other DoD,Missiles & Space,Products,25891103.0
2005,Other DoD,Other,Products,1131473558.0
2005,Other DoD,PAMS,Services,3163545049.0
2005,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,85078963.0
2005,Other DoD,Adv. Technology Dev. (6.3),R&D,394817183.0
2005,Other DoD,Applied Research (6.2),R&D,510040568.0
2005,Other DoD,Basic Research (6.1),R&D,207985083.0
2005,Other DoD,Operation of Government R&D Facilities,R&D,490891.0
2005,Other DoD,Operational Systems Dev. (6.7),R&D,15968875.0
2005,Other DoD,System Dev. & Demonstration (6.5),R&D,12777507.0
2005,Other DoD,Ships,Products,25201038.0
2006,Air Force,Aircraft,Products,19332301962.0
2006,Air Force,Clothing & Subsistence,Products,163901254.0
2006,Air Force,Electronics & Communications,Products,3761833563.0
2006,Air Force,Engines & Power Plants,Products,2835789543.0
2006,Air Force,ERS,Services,6552183166.0
2006,Air Force,FRS&C,Services,7282345711.0
2006,Air Force,Fuels,Products,8253704.0
2006,Air Force,Ground Vehicles,Products,151059681.0
2006,Air Force,ICT,Services,3420319053.0
2006,Air Force,Launchers & Munitions,Products,975261122.0
2006,Air Force,MED,Services,249334542.0
2006,Air Force,Missiles & Space,Products,2366067722.0
2006,Air Force,Other,Products,1918787719.0
2006,Air Force,PAMS,Services,14601253539.0
2006,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1256502947.0
2006,Air Force,Adv. Technology Dev. (6.3),R&D,2013281392.0
2006,Air Force,Applied Research (6.2),R&D,3320232816.0
2006,Air Force,Basic Research (6.1),R&D,1092354915.0
2006,Air Force,Operation of Government R&D Facilities,R&D,43033823.0
2006,Air Force,Operational Systems Dev. (6.7),R&D,1250470478.0
2006,Air Force,System Dev. & Demonstration (6.5),R&D,3170432661.0
2006,Air Force,Ships,Products,10796208.0
2006,Army,Aircraft,Products,5158403273.0
2006,Army,Clothing & Subsistence,Products,2027901521.0
2006,Army,Electronics & Communications,Products,10306573823.0
2006,Army,Engines & Power Plants,Products,2138374494.0
2006,Army,ERS,Services,4460751856.0
2006,Army,FRS&C,Services,26269733101.0
2006,Army,Fuels,Products,28365082.0
2006,Army,Ground Vehicles,Products,10160152857.0
2006,Army,ICT,Services,2659978347.0
2006,Army,Launchers & Munitions,Products,5763560855.0
2006,Army,MED,Services,956853914.0
2006,Army,Missiles & Space,Products,2884595435.0
2006,Army,Other,Products,10606002557.0
2006,Army,PAMS,Services,25516401757.0
2006,Army,Adv. Component Dev. & Prototypes (6.4),R&D,863383627.0
2006,Army,Adv. Technology Dev. (6.3),R&D,3053731787.0
2006,Army,Applied Research (6.2),R&D,1394173326.0
2006,Army,Basic Research (6.1),R&D,2646116741.0
2006,Army,Operation of Government R&D Facilities,R&D,9397294.0
2006,Army,Operational Systems Dev. (6.7),R&D,339988946.0
2006,Army,System Dev. & Demonstration (6.5),R&D,4298841764.0
2006,Army,Ships,Products,116643579.0
2006,DLA,Aircraft,Products,1381881196.0
2006,DLA,Clothing & Subsistence,Products,11863417043.0
2006,DLA,Electronics & Communications,Products,1057638611.0
2006,DLA,Engines & Power Plants,Products,905277774.0
2006,DLA,ERS,Services,209329126.0
2006,DLA,FRS&C,Services,1005756777.0
2006,DLA,Fuels,Products,15622079230.0
2006,DLA,Ground Vehicles,Products,496429003.0
2006,DLA,ICT,Services,756864424.0
2006,DLA,Launchers & Munitions,Products,116934614.0
2006,DLA,MED,Services,1252835.0
2006,DLA,Missiles & Space,Products,24701814.0
2006,DLA,Other,Products,5136544107.0
2006,DLA,PAMS,Services,242229345.0
2006,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,239872.0
2006,DLA,Basic Research (6.1),R&D,5020907.0
2006,DLA,Operational Systems Dev. (6.7),R&D,6237.0
2006,DLA,System Dev. & Demonstration (6.5),R&D,16507901.0
2006,DLA,Ships,Products,264368649.0
2006,MDA,Clothing & Subsistence,Products,3550.0
2006,MDA,Electronics & Communications,Products,1044054.0
2006,MDA,Engines & Power Plants,Products,65777.0
2006,MDA,ERS,Services,549263.0
2006,MDA,FRS&C,Services,29608039.0
2006,MDA,Ground Vehicles,Products,65618.0
2006,MDA,ICT,Services,33379137.0
2006,MDA,Launchers & Munitions,Products,625063.0
2006,MDA,Missiles & Space,Products,2698494964.0
2006,MDA,Other,Products,6015093.0
2006,MDA,PAMS,Services,238644956.0
2006,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,275985991.0
2006,MDA,Adv. Technology Dev. (6.3),R&D,503181555.0
2006,MDA,Applied Research (6.2),R&D,41720332.0
2006,MDA,Basic Research (6.1),R&D,160084546.0
2006,MDA,Operation of Government R&D Facilities,R&D,191866174.0
2006,MDA,System Dev. & Demonstration (6.5),R&D,7587912.0
2006,Navy,Aircraft,Products,9244432630.0
2006,Navy,Clothing & Subsistence,Products,772313560.0
2006,Navy,Electronics & Communications,Products,6317406704.0
2006,Navy,Engines & Power Plants,Products,2708121915.0
2006,Navy,ERS,Services,7856284027.0
2006,Navy,FRS&C,Services,7537721940.0
2006,Navy,Fuels,Products,29519626.0
2006,Navy,Ground Vehicles,Products,894987024.0
2006,Navy,ICT,Services,5239736629.0
2006,Navy,Launchers & Munitions,Products,2627884428.0
2006,Navy,MED,Services,509426935.0
2006,Navy,Missiles & Space,Products,4413894293.0
2006,Navy,Other,Products,2945823781.0
2006,Navy,PAMS,Services,10158477842.0
2006,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,638135456.0
2006,Navy,Adv. Technology Dev. (6.3),R&D,3488302419.0
2006,Navy,Applied Research (6.2),R&D,1075644240.0
2006,Navy,Basic Research (6.1),R&D,1296663708.0
2006,Navy,Operation of Government R&D Facilities,R&D,624316858.0
2006,Navy,Operational Systems Dev. (6.7),R&D,598251821.0
2006,Navy,System Dev. & Demonstration (6.5),R&D,10463660462.0
2006,Navy,Ships,Products,10453807243.0
2006,Other DoD,Aircraft,Products,235507325.0
2006,Other DoD,Clothing & Subsistence,Products,50898488.0
2006,Other DoD,Electronics & Communications,Products,1252012331.0
2006,Other DoD,Engines & Power Plants,Products,13157961.0
2006,Other DoD,ERS,Services,588646598.0
2006,Other DoD,FRS&C,Services,401287006.0
2006,Other DoD,Fuels,Products,241094.0
2006,Other DoD,Ground Vehicles,Products,7865381.0
2006,Other DoD,ICT,Services,4860008229.0
2006,Other DoD,Launchers & Munitions,Products,94435663.0
2006,Other DoD,MED,Services,9631504960.0
2006,Other DoD,Missiles & Space,Products,24333195.0
2006,Other DoD,Other,Products,1011684096.0
2006,Other DoD,PAMS,Services,3586906468.0
2006,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,115226538.0
2006,Other DoD,Adv. Technology Dev. (6.3),R&D,450074976.0
2006,Other DoD,Applied Research (6.2),R&D,537014090.0
2006,Other DoD,Basic Research (6.1),R&D,194430325.0
2006,Other DoD,Operation of Government R&D Facilities,R&D,8105649.0
2006,Other DoD,Operational Systems Dev. (6.7),R&D,26604651.0
2006,Other DoD,System Dev. & Demonstration (6.5),R&D,26684447.0
2006,Other DoD,Ships,Products,25962192.0
2007,Air Force,Aircraft,Products,21066020443.0
2007,Air Force,Clothing & Subsistence,Products,154812732.0
2007,Air Force,Electronics & Communications,Products,4247714234.0
2007,Air Force,Engines & Power Plants,Products,4293895588.0
2007,Air Force,ERS,Services,6958552629.0
2007,Air Force,FRS&C,Services,6812688659.0
2007,Air Force,Fuels,Products,11378275.0
2007,Air Force,Ground Vehicles,Products,187159483.0
2007,Air Force,ICT,Services,3373160217.0
2007,Air Force,Launchers & Munitions,Products,1209558999.0
2007,Air Force,MED,Services,325214938.0
2007,Air Force,Missiles & Space,Products,2458401538.0
2007,Air Force,Other,Products,1988157712.0
2007,Air Force,PAMS,Services,14945391663.0
2007,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1547334080.0
2007,Air Force,Adv. Technology Dev. (6.3),R&D,2087157881.0
2007,Air Force,Applied Research (6.2),R&D,3553693298.0
2007,Air Force,Basic Research (6.1),R&D,1958356534.0
2007,Air Force,Operation of Government R&D Facilities,R&D,22794886.0
2007,Air Force,Operational Systems Dev. (6.7),R&D,1192159091.0
2007,Air Force,System Dev. & Demonstration (6.5),R&D,3259690680.0
2007,Air Force,Ships,Products,3365280.0
2007,Army,Aircraft,Products,5636128065.0
2007,Army,Clothing & Subsistence,Products,2679752966.0
2007,Army,Electronics & Communications,Products,11279400646.0
2007,Army,Engines & Power Plants,Products,1914219643.0
2007,Army,ERS,Services,4308480086.0
2007,Army,FRS&C,Services,24480154393.0
2007,Army,Fuels,Products,40983711.0
2007,Army,Ground Vehicles,Products,19053756267.0
2007,Army,ICT,Services,3233775418.0
2007,Army,Launchers & Munitions,Products,7235290031.0
2007,Army,MED,Services,1067822970.0
2007,Army,Missiles & Space,Products,3153506024.0
2007,Army,Other,Products,12555896584.0
2007,Army,PAMS,Services,29453778708.0
2007,Army,Adv. Component Dev. & Prototypes (6.4),R&D,1111359145.0
2007,Army,Adv. Technology Dev. (6.3),R&D,2780664407.0
2007,Army,Applied Research (6.2),R&D,1519765175.0
2007,Army,Basic Research (6.1),R&D,2100804907.0
2007,Army,Operation of Government R&D Facilities,R&D,20749008.0
2007,Army,Operational Systems Dev. (6.7),R&D,234985536.0
2007,Army,System Dev. & Demonstration (6.5),R&D,4115358663.0
2007,Army,Ships,Products,100282050.0
2007,DLA,Aircraft,Products,827775153.0
2007,DLA,Clothing & Subsistence,Products,11299740500.0
2007,DLA,Electronics & Communications,Products,1029148449.0
2007,DLA,Engines & Power Plants,Products,930907937.0
2007,DLA,ERS,Services,190556175.0
2007,DLA,FRS&C,Services,1559593759.0
2007,DLA,Fuels,Products,14540250292.0
2007,DLA,Ground Vehicles,Products,638883006.0
2007,DLA,ICT,Services,376249514.0
2007,DLA,Launchers & Munitions,Products,135175253.0
2007,DLA,MED,Services,1236822.0
2007,DLA,Missiles & Space,Products,23061942.0
2007,DLA,Other,Products,3584300162.0
2007,DLA,PAMS,Services,310592856.0
2007,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,7222661.0
2007,DLA,Adv. Technology Dev. (6.3),R&D,147718.0
2007,DLA,Basic Research (6.1),R&D,6251490.0
2007,DLA,System Dev. & Demonstration (6.5),R&D,4099160.0
2007,DLA,Ships,Products,315098521.0
2007,MDA,Clothing & Subsistence,Products,4616.0
2007,MDA,Electronics & Communications,Products,3291453.0
2007,MDA,Engines & Power Plants,Products,-458.0
2007,MDA,ERS,Services,1558385.0
2007,MDA,FRS&C,Services,53434863.0
2007,MDA,Ground Vehicles,Products,94470.0
2007,MDA,ICT,Services,33167061.0
2007,MDA,Missiles & Space,Products,2953063162.0
2007,MDA,Other,Products,4326105.0
2007,MDA,PAMS,Services,348806182.0
2007,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,537757663.0
2007,MDA,Adv. Technology Dev. (6.3),R&D,1358989425.0
2007,MDA,Applied Research (6.2),R&D,254269366.0
2007,MDA,Basic Research (6.1),R&D,203119014.0
2007,MDA,Operation of Government R&D Facilities,R&D,-594984.0
2007,MDA,System Dev. & Demonstration (6.5),R&D,8363726.0
2007,Navy,Aircraft,Products,11939997991.0
2007,Navy,Clothing & Subsistence,Products,598785404.0
2007,Navy,Electronics & Communications,Products,7260763656.0
2007,Navy,Engines & Power Plants,Products,2732718549.0
2007,Navy,ERS,Services,8305366100.0
2007,Navy,FRS&C,Services,7978015100.0
2007,Navy,Fuels,Products,22497390.0
2007,Navy,Ground Vehicles,Products,4965426678.0
2007,Navy,ICT,Services,6053861713.0
2007,Navy,Launchers & Munitions,Products,2305523169.0
2007,Navy,MED,Services,532384848.0
2007,Navy,Missiles & Space,Products,3998547586.0
2007,Navy,Other,Products,3664832906.0
2007,Navy,PAMS,Services,11525146262.0
2007,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,872402590.0
2007,Navy,Adv. Technology Dev. (6.3),R&D,3409538258.0
2007,Navy,Applied Research (6.2),R&D,1047914498.0
2007,Navy,Basic Research (6.1),R&D,1220779664.0
2007,Navy,Operation of Government R&D Facilities,R&D,629338187.0
2007,Navy,Operational Systems Dev. (6.7),R&D,882118452.0
2007,Navy,System Dev. & Demonstration (6.5),R&D,10170469097.0
2007,Navy,Ships,Products,10119441636.0
2007,Other DoD,Aircraft,Products,370705996.0
2007,Other DoD,Clothing & Subsistence,Products,34796288.0
2007,Other DoD,Electronics & Communications,Products,1254503761.0
2007,Other DoD,Engines & Power Plants,Products,19640320.0
2007,Other DoD,ERS,Services,673573382.0
2007,Other DoD,FRS&C,Services,476494447.0
2007,Other DoD,Fuels,Products,66763.0
2007,Other DoD,Ground Vehicles,Products,28557555.0
2007,Other DoD,ICT,Services,4486585462.0
2007,Other DoD,Launchers & Munitions,Products,53244259.0
2007,Other DoD,MED,Services,10591228742.0
2007,Other DoD,Missiles & Space,Products,18045221.0
2007,Other DoD,Other,Products,143183124.0
2007,Other DoD,PAMS,Services,1962242630.0
2007,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,258202323.0
2007,Other DoD,Adv. Technology Dev. (6.3),R&D,542626209.0
2007,Other DoD,Applied Research (6.2),R&D,571765672.0
2007,Other DoD,Basic Research (6.1),R&D,87419314.0
2007,Other DoD,Operational Systems Dev. (6.7),R&D,5484353.0
2007,Other DoD,System Dev. & Demonstration (6.5),R&D,40219425.0
2007,Other DoD,Ships,Products,65799778.0
2008,Air Force,Aircraft,Products,15410983460.0
2008,Air Force,Clothing & Subsistence,Products,187951895.0
2008,Air Force,Electronics & Communications,Products,4369470492.0
2008,Air Force,Engines & Power Plants,Products,2329758366.0
2008,Air Force,ERS,Services,7366702373.0
2008,Air Force,FRS&C,Services,6535624283.0
2008,Air Force,Fuels,Products,19758275.0
2008,Air Force,Ground Vehicles,Products,90564846.0
2008,Air Force,ICT,Services,3095842725.0
2008,Air Force,Launchers & Munitions,Products,1008159820.0
2008,Air Force,MED,Services,335504300.0
2008,Air Force,Missiles & Space,Products,3296896305.0
2008,Air Force,Other,Products,1783509873.0
2008,Air Force,PAMS,Services,12420621418.0
2008,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1435656271.0
2008,Air Force,Adv. Technology Dev. (6.3),R&D,1643431962.0
2008,Air Force,Applied Research (6.2),R&D,4141959217.0
2008,Air Force,Basic Research (6.1),R&D,1926495972.0
2008,Air Force,Operation of Government R&D Facilities,R&D,28330070.0
2008,Air Force,Operational Systems Dev. (6.7),R&D,1290275417.0
2008,Air Force,System Dev. & Demonstration (6.5),R&D,3140577742.0
2008,Air Force,Ships,Products,5313201.0
2008,Army,Aircraft,Products,11103300249.0
2008,Army,Clothing & Subsistence,Products,2031057370.0
2008,Army,Electronics & Communications,Products,13475788906.0
2008,Army,Engines & Power Plants,Products,1914743818.0
2008,Army,ERS,Services,5231956268.0
2008,Army,FRS&C,Services,48236223749.0
2008,Army,Fuels,Products,63845870.0
2008,Army,Ground Vehicles,Products,24607916809.0
2008,Army,ICT,Services,3912202418.0
2008,Army,Launchers & Munitions,Products,9151790976.0
2008,Army,MED,Services,1049494339.0
2008,Army,Missiles & Space,Products,5095609878.0
2008,Army,Other,Products,16340265898.0
2008,Army,PAMS,Services,34256620453.0
2008,Army,Adv. Component Dev. & Prototypes (6.4),R&D,1250396898.0
2008,Army,Adv. Technology Dev. (6.3),R&D,2895058510.0
2008,Army,Applied Research (6.2),R&D,1351438599.0
2008,Army,Basic Research (6.1),R&D,2053593912.0
2008,Army,Operation of Government R&D Facilities,R&D,30469448.0
2008,Army,Operational Systems Dev. (6.7),R&D,245911616.0
2008,Army,System Dev. & Demonstration (6.5),R&D,3778009689.0
2008,Army,Ships,Products,104826399.0
2008,DLA,Aircraft,Products,1814638250.0
2008,DLA,Clothing & Subsistence,Products,11808450281.0
2008,DLA,Electronics & Communications,Products,1261286245.0
2008,DLA,Engines & Power Plants,Products,1010308388.0
2008,DLA,ERS,Services,146599212.0
2008,DLA,FRS&C,Services,845784628.0
2008,DLA,Fuels,Products,16149334010.0
2008,DLA,Ground Vehicles,Products,1343120655.0
2008,DLA,ICT,Services,471131780.0
2008,DLA,Launchers & Munitions,Products,165042043.0
2008,DLA,MED,Services,1827494.0
2008,DLA,Missiles & Space,Products,24972574.0
2008,DLA,Other,Products,4602802634.0
2008,DLA,PAMS,Services,416644750.0
2008,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,235747.0
2008,DLA,Adv. Technology Dev. (6.3),R&D,877987.0
2008,DLA,Basic Research (6.1),R&D,14442839.0
2008,DLA,Operational Systems Dev. (6.7),R&D,886447.0
2008,DLA,System Dev. & Demonstration (6.5),R&D,4772872.0
2008,DLA,Ships,Products,247136026.0
2008,MDA,Electronics & Communications,Products,2491071.0
2008,MDA,Engines & Power Plants,Products,618548.0
2008,MDA,ERS,Services,902902.0
2008,MDA,FRS&C,Services,54927596.0
2008,MDA,Ground Vehicles,Products,204201.0
2008,MDA,ICT,Services,-195389.0
2008,MDA,Missiles & Space,Products,3009705654.0
2008,MDA,Other,Products,1057438.0
2008,MDA,PAMS,Services,402102743.0
2008,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,542868295.0
2008,MDA,Adv. Technology Dev. (6.3),R&D,1274643706.0
2008,MDA,Applied Research (6.2),R&D,303734317.0
2008,MDA,Basic Research (6.1),R&D,524428375.0
2008,MDA,Operation of Government R&D Facilities,R&D,1620206.0
2008,MDA,System Dev. & Demonstration (6.5),R&D,384561878.0
2008,Navy,Aircraft,Products,16068013622.0
2008,Navy,Clothing & Subsistence,Products,565316706.0
2008,Navy,Electronics & Communications,Products,6879769751.0
2008,Navy,Engines & Power Plants,Products,3790867584.0
2008,Navy,ERS,Services,7191267352.0
2008,Navy,FRS&C,Services,9915333508.0
2008,Navy,Fuels,Products,23953836.0
2008,Navy,Ground Vehicles,Products,10617767751.0
2008,Navy,ICT,Services,5982801509.0
2008,Navy,Launchers & Munitions,Products,1903168306.0
2008,Navy,MED,Services,548737018.0
2008,Navy,Missiles & Space,Products,4271217894.0
2008,Navy,Other,Products,2720700663.0
2008,Navy,PAMS,Services,12229872386.0
2008,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,1065061724.0
2008,Navy,Adv. Technology Dev. (6.3),R&D,3369455932.0
2008,Navy,Applied Research (6.2),R&D,869408171.0
2008,Navy,Basic Research (6.1),R&D,979353136.0
2008,Navy,Operation of Government R&D Facilities,R&D,598307539.0
2008,Navy,Operational Systems Dev. (6.7),R&D,635261224.0
2008,Navy,System Dev. & Demonstration (6.5),R&D,7299931086.0
2008,Navy,Ships,Products,11352630338.0
2008,Other DoD,Aircraft,Products,578492578.0
2008,Other DoD,Clothing & Subsistence,Products,71430661.0
2008,Other DoD,Electronics & Communications,Products,1353364475.0
2008,Other DoD,Engines & Power Plants,Products,14904525.0
2008,Other DoD,ERS,Services,2951357372.0
2008,Other DoD,FRS&C,Services,407802123.0
2008,Other DoD,Fuels,Products,61806.0
2008,Other DoD,Ground Vehicles,Products,33651482.0
2008,Other DoD,ICT,Services,3961599628.0
2008,Other DoD,Launchers & Munitions,Products,39975063.0
2008,Other DoD,MED,Services,10347700231.0
2008,Other DoD,Missiles & Space,Products,6803506.0
2008,Other DoD,Other,Products,226152193.0
2008,Other DoD,PAMS,Services,4544412600.0
2008,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,153117996.0
2008,Other DoD,Adv. Technology Dev. (6.3),R&D,502958608.0
2008,Other DoD,Applied Research (6.2),R&D,745752396.0
2008,Other DoD,Basic Research (6.1),R&D,106588005.0
2008,Other DoD,Operational Systems Dev. (6.7),R&D,9187322.0
2008,Other DoD,System Dev. & Demonstration (6.5),R&D,42097655.0
