FY,Customer,Breakout,Category,Amount
2008,Other DoD,Ships,Products,114422773.0
2009,Air Force,Aircraft,Products,14566005067.0
2009,Air Force,Clothing & Subsistence,Products,220286354.0
2009,Air Force,Electronics & Communications,Products,3965280998.0
2009,Air Force,Engines & Power Plants,Products,1737789709.0
2009,Air Force,ERS,Services,8072160178.0
2009,Air Force,FRS&C,Services,7549394319.0
2009,Air Force,Fuels,Products,26823949.0
2009,Air Force,Ground Vehicles,Products,77473333.0
2009,Air Force,ICT,Services,3130840619.0
2009,Air Force,Launchers & Munitions,Products,1049502790.0
2009,Air Force,MED,Services,316822619.0
2009,Air Force,Missiles & Space,Products,5254444346.0
2009,Air Force,Other,Products,1966566085.0
2009,Air Force,PAMS,Services,13282799691.0
2009,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1333800787.0
2009,Air Force,Adv. Technology Dev. (6.3),R&D,2689635211.0
2009,Air Force,Applied Research (6.2),R&D,3902525551.0
2009,Air Force,Basic Research (6.1),R&D,2237797888.0
2009,Air Force,Operation of Government R&D Facilities,R&D,22911251.0
2009,Air Force,Operational Systems Dev. (6.7),R&D,1416956446.0
2009,Air Force,System Dev. & Demonstration (6.5),R&D,3582171837.0
2009,Air Force,Ships,Products,6675653.0
2009,Army,Aircraft,Products,8433631487.0
2009,Army,Clothing & Subsistence,Products,2410234199.0
2009,Army,Electronics & Communications,Products,12247005226.0
2009,Army,Engines & Power Plants,Products,2357626870.0
2009,Army,ERS,Services,5907970372.0
2009,Army,FRS&C,Services,24385962973.0
2009,Army,Fuels,Products,262759892.0
2009,Army,Ground Vehicles,Products,19374595263.0
2009,Army,ICT,Services,4016453676.0
2009,Army,Launchers & Munitions,Products,7734842770.0
2009,Army,MED,Services,1189901521.0
2009,Army,Missiles & Space,Products,5925286794.0
2009,Army,Other,Products,9398616861.0
2009,Army,PAMS,Services,35025112422.0
2009,Army,Adv. Component Dev. & Prototypes (6.4),R&D,1197005183.0
2009,Army,Adv. Technology Dev. (6.3),R&D,2525470399.0
2009,Army,Applied Research (6.2),R&D,1527222774.0
2009,Army,Basic Research (6.1),R&D,1726276235.0
2009,Army,Operation of Government R&D Facilities,R&D,20259849.0
2009,Army,Operational Systems Dev. (6.7),R&D,152241451.0
2009,Army,System Dev. & Demonstration (6.5),R&D,3700068105.0
2009,Army,Ships,Products,157569250.0
2009,DLA,Aircraft,Products,2213902690.0
2009,DLA,Clothing & Subsistence,Products,9999076685.0
2009,DLA,Electronics & Communications,Products,1241302646.0
2009,DLA,Engines & Power Plants,Products,1556449357.0
2009,DLA,ERS,Services,132502671.0
2009,DLA,FRS&C,Services,680479989.0
2009,DLA,Fuels,Products,20786006764.0
2009,DLA,Ground Vehicles,Products,1180514363.0
2009,DLA,ICT,Services,476449405.0
2009,DLA,Launchers & Munitions,Products,114686042.0
2009,DLA,MED,Services,3710546.0
2009,DLA,Missiles & Space,Products,67966234.0
2009,DLA,Other,Products,3505580186.0
2009,DLA,PAMS,Services,438154388.0
2009,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,1394298.0
2009,DLA,Adv. Technology Dev. (6.3),R&D,514131.0
2009,DLA,Applied Research (6.2),R&D,5713759.0
2009,DLA,Basic Research (6.1),R&D,25315560.0
2009,DLA,Operation of Government R&D Facilities,R&D,58171.0
2009,DLA,System Dev. & Demonstration (6.5),R&D,21282226.0
2009,DLA,Ships,Products,369026308.0
2009,MDA,Electronics & Communications,Products,2820495.0
2009,MDA,Engines & Power Plants,Products,549489.0
2009,MDA,ERS,Services,-24319.0
2009,MDA,FRS&C,Services,38574568.0
2009,MDA,Ground Vehicles,Products,411873.0
2009,MDA,ICT,Services,359644.0
2009,MDA,Missiles & Space,Products,1960977641.0
2009,MDA,Other,Products,1014135.0
2009,MDA,PAMS,Services,564102044.0
2009,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,1200491640.0
2009,MDA,Adv. Technology Dev. (6.3),R&D,1158483535.0
2009,MDA,Applied Research (6.2),R&D,498027160.0
2009,MDA,Basic Research (6.1),R&D,603595730.0
2009,MDA,Operation of Government R&D Facilities,R&D,-34564.0
2009,MDA,Operational Systems Dev. (6.7),R&D,18374.0
2009,MDA,System Dev. & Demonstration (6.5),R&D,363445309.0
2009,Navy,Aircraft,Products,16164775531.0
2009,Navy,Clothing & Subsistence,Products,906105263.0
2009,Navy,Electronics & Communications,Products,6214961886.0
2009,Navy,Engines & Power Plants,Products,4411215499.0
2009,Navy,ERS,Services,7650363435.0
2009,Navy,FRS&C,Services,10830216926.0
2009,Navy,Fuels,Products,19243855.0
2009,Navy,Ground Vehicles,Products,3946397955.0
2009,Navy,ICT,Services,6136831963.0
2009,Navy,Launchers & Munitions,Products,2272135096.0
2009,Navy,MED,Services,587200128.0
2009,Navy,Missiles & Space,Products,2236918951.0
2009,Navy,Other,Products,2810518516.0
2009,Navy,PAMS,Services,14369649268.0
2009,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,2222187862.0
2009,Navy,Adv. Technology Dev. (6.3),R&D,3076398666.0
2009,Navy,Applied Research (6.2),R&D,870110522.0
2009,Navy,Basic Research (6.1),R&D,838395774.0
2009,Navy,Operation of Government R&D Facilities,R&D,103767885.0
2009,Navy,Operational Systems Dev. (6.7),R&D,463557751.0
2009,Navy,System Dev. & Demonstration (6.5),R&D,7860541041.0
2009,Navy,Ships,Products,13904781193.0
2009,Other DoD,Aircraft,Products,754647572.0
2009,Other DoD,Clothing & Subsistence,Products,23781335.0
2009,Other DoD,Electronics & Communications,Products,1302593308.0
2009,Other DoD,Engines & Power Plants,Products,4947037.0
2009,Other DoD,ERS,Services,2811938636.0
2009,Other DoD,FRS&C,Services,463945260.0
2009,Other DoD,Fuels,Products,592659.0
2009,Other DoD,Ground Vehicles,Products,6607185.0
2009,Other DoD,ICT,Services,4741944195.0
2009,Other DoD,Launchers & Munitions,Products,29396689.0
2009,Other DoD,MED,Services,13311078123.0
2009,Other DoD,Missiles & Space,Products,3563418.0
2009,Other DoD,Other,Products,294630176.0
2009,Other DoD,PAMS,Services,4659116805.0
2009,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,208617065.0
2009,Other DoD,Adv. Technology Dev. (6.3),R&D,695860692.0
2009,Other DoD,Applied Research (6.2),R&D,949342219.0
2009,Other DoD,Basic Research (6.1),R&D,81549725.0
2009,Other DoD,Operation of Government R&D Facilities,R&D,-822.0
2009,Other DoD,Operational Systems Dev. (6.7),R&D,-626854.0
2009,Other DoD,System Dev. & Demonstration (6.5),R&D,64116649.0
2009,Other DoD,Ships,Products,135091538.0
2010,Air Force,Aircraft,Products,14897677321.0
2010,Air Force,Clothing & Subsistence,Products,196829491.0
2010,Air Force,Electronics & Communications,Products,3565799379.0
2010,Air Force,Engines & Power Plants,Products,1608386864.0
2010,Air Force,ERS,Services,7557401348.0
2010,Air Force,FRS&C,Services,6501703655.0
2010,Air Force,Fuels,Products,14585608.0
2010,Air Force,Ground Vehicles,Products,60238895.0
2010,Air Force,ICT,Services,2583887743.0
2010,Air Force,Launchers & Munitions,Products,1260245385.0
2010,Air Force,MED,Services,345741147.0
2010,Air Force,Missiles & Space,Products,4347907119.0
2010,Air Force,Other,Products,1718712918.0
2010,Air Force,PAMS,Services,12499243009.0
2010,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1221301695.0
2010,Air Force,Adv. Technology Dev. (6.3),R&D,1811654783.0
2010,Air Force,Applied Research (6.2),R&D,4220387421.0
2010,Air Force,Basic Research (6.1),R&D,2326669902.0
2010,Air Force,Operation of Government R&D Facilities,R&D,11161653.0
2010,Air Force,Operational Systems Dev. (6.7),R&D,1505816116.0
2010,Air Force,System Dev. & Demonstration (6.5),R&D,3743721184.0
2010,Air Force,Ships,Products,5875766.0
2010,Army,Aircraft,Products,9123307403.0
2010,Army,Clothing & Subsistence,Products,2421264923.0
2010,Army,Electronics & Communications,Products,11192685963.0
2010,Army,Engines & Power Plants,Products,1650685820.0
2010,Army,ERS,Services,5955419416.0
2010,Army,FRS&C,Services,35113282293.0
2010,Army,Fuels,Products,311257026.0
2010,Army,Ground Vehicles,Products,18049978004.0
2010,Army,ICT,Services,4710307742.0
2010,Army,Launchers & Munitions,Products,7371743759.0
2010,Army,MED,Services,1228416083.0
2010,Army,Missiles & Space,Products,5029706697.0
2010,Army,Other,Products,8273032854.0
2010,Army,PAMS,Services,36161681519.0
2010,Army,Adv. Component Dev. & Prototypes (6.4),R&D,1293322987.0
2010,Army,Adv. Technology Dev. (6.3),R&D,2513172451.0
2010,Army,Applied Research (6.2),R&D,1746625143.0
2010,Army,Basic Research (6.1),R&D,1455383787.0
2010,Army,Operation of Government R&D Facilities,R&D,1806473.0
2010,Army,Operational Systems Dev. (6.7),R&D,165892063.0
2010,Army,System Dev. & Demonstration (6.5),R&D,2327420112.0
2010,Army,Ships,Products,105912581.0
2010,DLA,Aircraft,Products,2799756534.0
2010,DLA,Clothing & Subsistence,Products,10624230991.0
2010,DLA,Electronics & Communications,Products,1431688311.0
2010,DLA,Engines & Power Plants,Products,2058059477.0
2010,DLA,ERS,Services,112097423.0
2010,DLA,FRS&C,Services,1127378266.0
2010,DLA,Fuels,Products,13357830222.0
2010,DLA,Ground Vehicles,Products,1403820077.0
2010,DLA,ICT,Services,646227710.0
2010,DLA,Launchers & Munitions,Products,174492408.0
2010,DLA,MED,Services,7517780.0
2010,DLA,Missiles & Space,Products,50693198.0
2010,DLA,Other,Products,3697968287.0
2010,DLA,PAMS,Services,376873075.0
2010,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,138944.0
2010,DLA,Adv. Technology Dev. (6.3),R&D,121844.0
2010,DLA,Applied Research (6.2),R&D,34427017.0
2010,DLA,Basic Research (6.1),R&D,25178277.0
2010,DLA,System Dev. & Demonstration (6.5),R&D,-1300127.0
2010,DLA,Ships,Products,847628087.0
2010,MDA,Electronics & Communications,Products,1368166.0
2010,MDA,Engines & Power Plants,Products,39029.0
2010,MDA,ERS,Services,37778902.0
2010,MDA,FRS&C,Services,31881352.0
2010,MDA,Ground Vehicles,Products,71504.0
2010,MDA,ICT,Services,10726914.0
2010,MDA,Missiles & Space,Products,1459485971.0
2010,MDA,Other,Products,9025368.0
2010,MDA,PAMS,Services,453884397.0
2010,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,1391760416.0
2010,MDA,Adv. Technology Dev. (6.3),R&D,583557370.0
2010,MDA,Applied Research (6.2),R&D,648364871.0
2010,MDA,Basic Research (6.1),R&D,1200070007.0
2010,MDA,Operation of Government R&D Facilities,R&D,-143411.0
2010,MDA,Operational Systems Dev. (6.7),R&D,17927.0
2010,MDA,System Dev. & Demonstration (6.5),R&D,115020791.0
2010,Navy,Aircraft,Products,13040874433.0
2010,Navy,Clothing & Subsistence,Products,795724607.0
2010,Navy,Electronics & Communications,Products,7532236317.0
2010,Navy,Engines & Power Plants,Products,3700629615.0
2010,Navy,ERS,Services,6732496349.0
2010,Navy,FRS&C,Services,10239452100.0
2010,Navy,Fuels,Products,21356508.0
2010,Navy,Ground Vehicles,Products,4212315003.0
2010,Navy,ICT,Services,4995458991.0
2010,Navy,Launchers & Munitions,Products,2208719408.0
2010,Navy,MED,Services,679983816.0
2010,Navy,Missiles & Space,Products,3122668304.0
2010,Navy,Other,Products,3234446539.0
2010,Navy,PAMS,Services,13668582748.0
2010,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,2538365932.0
2010,Navy,Adv. Technology Dev. (6.3),R&D,2457687115.0
2010,Navy,Applied Research (6.2),R&D,818188873.0
2010,Navy,Basic Research (6.1),R&D,616280245.0
2010,Navy,Operation of Government R&D Facilities,R&D,71191875.0
2010,Navy,Operational Systems Dev. (6.7),R&D,384482564.0
2010,Navy,System Dev. & Demonstration (6.5),R&D,6528669057.0
2010,Navy,Ships,Products,10112455639.0
2010,Other DoD,Aircraft,Products,716786952.0
2010,Other DoD,Clothing & Subsistence,Products,4158559.0
2010,Other DoD,Electronics & Communications,Products,1545234946.0
2010,Other DoD,Engines & Power Plants,Products,-24381446.0
2010,Other DoD,ERS,Services,3010906531.0
2010,Other DoD,FRS&C,Services,357964577.0
2010,Other DoD,Fuels,Products,219786.0
2010,Other DoD,Ground Vehicles,Products,-258550490.0
2010,Other DoD,ICT,Services,5649656444.0
2010,Other DoD,Launchers & Munitions,Products,24708704.0
2010,Other DoD,MED,Services,12092836518.0
2010,Other DoD,Missiles & Space,Products,-1577052.0
2010,Other DoD,Other,Products,295599840.0
2010,Other DoD,PAMS,Services,5069691717.0
2010,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,182601285.0
2010,Other DoD,Adv. Technology Dev. (6.3),R&D,896933187.0
2010,Other DoD,Applied Research (6.2),R&D,1150645515.0
2010,Other DoD,Basic Research (6.1),R&D,123232123.0
2010,Other DoD,Operational Systems Dev. (6.7),R&D,-1021952.0
2010,Other DoD,System Dev. & Demonstration (6.5),R&D,-3067109.0
2010,Other DoD,Ships,Products,146414342.0
2011,Air Force,Aircraft,Products,15581081541.0
2011,Air Force,Clothing & Subsistence,Products,155424179.0
2011,Air Force,Electronics & Communications,Products,3549023359.0
2011,Air Force,Engines & Power Plants,Products,1091401904.0
2011,Air Force,ERS,Services,7901242071.0
2011,Air Force,FRS&C,Services,5793557357.0
2011,Air Force,Fuels,Products,16490135.0
2011,Air Force,Ground Vehicles,Products,75457699.0
2011,Air Force,ICT,Services,2334888792.0
2011,Air Force,Launchers & Munitions,Products,1326163578.0
2011,Air Force,MED,Services,402555303.0
2011,Air Force,Missiles & Space,Products,4428237197.0
2011,Air Force,Other,Products,1799634937.0
2011,Air Force,PAMS,Services,11737155869.0
2011,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,1172525244.0
2011,Air Force,Adv. Technology Dev. (6.3),R&D,1539912713.0
2011,Air Force,Applied Research (6.2),R&D,5261720393.0
2011,Air Force,Basic Research (6.1),R&D,2026811264.0
2011,Air Force,Operation of Government R&D Facilities,R&D,4881269.0
2011,Air Force,Operational Systems Dev. (6.7),R&D,1421442464.0
2011,Air Force,System Dev. & Demonstration (6.5),R&D,3274323031.0
2011,Air Force,Ships,Products,74833719.0
2011,Army,Aircraft,Products,10110010804.0
2011,Army,Clothing & Subsistence,Products,2497848862.0
2011,Army,Electronics & Communications,Products,8594347566.0
2011,Army,Engines & Power Plants,Products,1505221691.0
2011,Army,ERS,Services,5726285124.0
2011,Army,FRS&C,Services,28467111443.0
2011,Army,Fuels,Products,409596934.0
2011,Army,Ground Vehicles,Products,12886394480.0
2011,Army,ICT,Services,4459864361.0
2011,Army,Launchers & Munitions,Products,5581401177.0
2011,Army,MED,Services,1332468074.0
2011,Army,Missiles & Space,Products,5410342915.0
2011,Army,Other,Products,7231268222.0
2011,Army,PAMS,Services,32992284626.0
2011,Army,Adv. Component Dev. & Prototypes (6.4),R&D,1088869427.0
2011,Army,Adv. Technology Dev. (6.3),R&D,2188816657.0
2011,Army,Applied Research (6.2),R&D,1884917207.0
2011,Army,Basic Research (6.1),R&D,1288090816.0
2011,Army,Operation of Government R&D Facilities,R&D,1422815.0
2011,Army,Operational Systems Dev. (6.7),R&D,253689232.0
2011,Army,System Dev. & Demonstration (6.5),R&D,1663691613.0
2011,Army,Ships,Products,55057197.0
2011,DLA,Aircraft,Products,2893999527.0
2011,DLA,Clothing & Subsistence,Products,9970320956.0
2011,DLA,Electronics & Communications,Products,1508888061.0
2011,DLA,Engines & Power Plants,Products,1847941013.0
2011,DLA,ERS,Services,118318271.0
2011,DLA,FRS&C,Services,997663964.0
2011,DLA,Fuels,Products,14724348719.0
2011,DLA,Ground Vehicles,Products,1067148172.0
2011,DLA,ICT,Services,773242811.0
2011,DLA,Launchers & Munitions,Products,198505415.0
2011,DLA,MED,Services,8084388.0
2011,DLA,Missiles & Space,Products,30831237.0
2011,DLA,Other,Products,3897698242.0
2011,DLA,PAMS,Services,311249461.0
2011,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,199649.0
2011,DLA,Adv. Technology Dev. (6.3),R&D,16260.0
2011,DLA,Applied Research (6.2),R&D,32811451.0
2011,DLA,Basic Research (6.1),R&D,24667359.0
2011,DLA,System Dev. & Demonstration (6.5),R&D,2155712.0
2011,DLA,Ships,Products,799633095.0
2011,MDA,Aircraft,Products,30597.0
2011,MDA,Clothing & Subsistence,Products,59275.0
2011,MDA,Electronics & Communications,Products,4794736.0
2011,MDA,Engines & Power Plants,Products,16008.0
2011,MDA,ERS,Services,70079845.0
2011,MDA,FRS&C,Services,31773433.0
2011,MDA,Ground Vehicles,Products,504353.0
2011,MDA,ICT,Services,3138717.0
2011,MDA,Missiles & Space,Products,2349960644.0
2011,MDA,Other,Products,7342462.0
2011,MDA,PAMS,Services,449565866.0
2011,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,1029623314.0
2011,MDA,Adv. Technology Dev. (6.3),R&D,491284580.0
2011,MDA,Applied Research (6.2),R&D,432069436.0
2011,MDA,Basic Research (6.1),R&D,945679758.0
2011,MDA,Operation of Government R&D Facilities,R&D,-378926.0
2011,MDA,System Dev. & Demonstration (6.5),R&D,18609551.0
2011,Navy,Aircraft,Products,18303488934.0
2011,Navy,Clothing & Subsistence,Products,694040226.0
2011,Navy,Electronics & Communications,Products,6143038329.0
2011,Navy,Engines & Power Plants,Products,5496820263.0
2011,Navy,ERS,Services,7515927047.0
2011,Navy,FRS&C,Services,9927868267.0
2011,Navy,Fuels,Products,27756035.0
2011,Navy,Ground Vehicles,Products,3807061809.0
2011,Navy,ICT,Services,6191177636.0
2011,Navy,Launchers & Munitions,Products,2420294979.0
2011,Navy,MED,Services,603469993.0
2011,Navy,Missiles & Space,Products,2935358633.0
2011,Navy,Other,Products,3100808472.0
2011,Navy,PAMS,Services,13038725583.0
2011,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,2464338152.0
2011,Navy,Adv. Technology Dev. (6.3),R&D,1906034027.0
2011,Navy,Applied Research (6.2),R&D,751975762.0
2011,Navy,Basic Research (6.1),R&D,487908801.0
2011,Navy,Operation of Government R&D Facilities,R&D,94765595.0
2011,Navy,Operational Systems Dev. (6.7),R&D,494566800.0
2011,Navy,System Dev. & Demonstration (6.5),R&D,5961197567.0
2011,Navy,Ships,Products,20413787319.0
2011,Other DoD,Aircraft,Products,1033914067.0
2011,Other DoD,Clothing & Subsistence,Products,23736007.0
2011,Other DoD,Electronics & Communications,Products,1422303966.0
2011,Other DoD,Engines & Power Plants,Products,-16230215.0
2011,Other DoD,ERS,Services,5255503486.0
2011,Other DoD,FRS&C,Services,241532621.0
2011,Other DoD,Fuels,Products,508812.0
2011,Other DoD,Ground Vehicles,Products,-267963181.0
2011,Other DoD,ICT,Services,5750081532.0
2011,Other DoD,Launchers & Munitions,Products,28285870.0
2011,Other DoD,MED,Services,12747454346.0
2011,Other DoD,Missiles & Space,Products,-15742151.0
2011,Other DoD,Other,Products,220658696.0
2011,Other DoD,PAMS,Services,5659535810.0
2011,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,147582219.0
2011,Other DoD,Adv. Technology Dev. (6.3),R&D,1104862110.0
2011,Other DoD,Applied Research (6.2),R&D,1062943383.0
2011,Other DoD,Basic Research (6.1),R&D,93992484.0
2011,Other DoD,Operational Systems Dev. (6.7),R&D,-5250356.0
2011,Other DoD,System Dev. & Demonstration (6.5),R&D,12098068.0
2011,Other DoD,Ships,Products,156416828.0
2012,Air Force,Aircraft,Products,18730496550.0
2012,Air Force,Clothing & Subsistence,Products,103930090.0
2012,Air Force,Electronics & Communications,Products,3729027082.0
2012,Air Force,Engines & Power Plants,Products,663899509.0
2012,Air Force,ERS,Services,9598835710.0
2012,Air Force,FRS&C,Services,5030560194.0
2012,Air Force,Fuels,Products,18436215.0
2012,Air Force,Ground Vehicles,Products,138768056.0
2012,Air Force,ICT,Services,2092091544.0
2012,Air Force,Launchers & Munitions,Products,1041618299.0
2012,Air Force,MED,Services,402545265.0
2012,Air Force,Missiles & Space,Products,5245939372.0
2012,Air Force,Other,Products,1714953997.0
2012,Air Force,PAMS,Services,13406651817.0
2012,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,710987455.0
2012,Air Force,Adv. Technology Dev. (6.3),R&D,1791289463.0
2012,Air Force,Applied Research (6.2),R&D,4557610975.0
2012,Air Force,Basic Research (6.1),R&D,1868124155.0
2012,Air Force,Operation of Government R&D Facilities,R&D,577534.0
2012,Air Force,Operational Systems Dev. (6.7),R&D,900344876.0
2012,Air Force,System Dev. & Demonstration (6.5),R&D,3364515751.0
2012,Air Force,Ships,Products,66271592.0
2012,Army,Aircraft,Products,11914104835.0
2012,Army,Clothing & Subsistence,Products,1212194904.0
2012,Army,Electronics & Communications,Products,7898495578.0
2012,Army,Engines & Power Plants,Products,1548039968.0
2012,Army,ERS,Services,5369808301.0
2012,Army,FRS&C,Services,26284403711.0
2012,Army,Fuels,Products,513276062.0
2012,Army,Ground Vehicles,Products,6380552887.0
2012,Army,ICT,Services,4009783536.0
2012,Army,Launchers & Munitions,Products,4916578530.0
2012,Army,MED,Services,1286983533.0
2012,Army,Missiles & Space,Products,4304951724.0
2012,Army,Other,Products,4850574030.0
2012,Army,PAMS,Services,27659000292.0
2012,Army,Adv. Component Dev. & Prototypes (6.4),R&D,1315853394.0
2012,Army,Adv. Technology Dev. (6.3),R&D,2402232775.0
2012,Army,Applied Research (6.2),R&D,1742446924.0
2012,Army,Basic Research (6.1),R&D,1170657715.0
2012,Army,Operation of Government R&D Facilities,R&D,526309.0
2012,Army,Operational Systems Dev. (6.7),R&D,203909740.0
2012,Army,System Dev. & Demonstration (6.5),R&D,227677702.0
2012,Army,Ships,Products,214312567.0
2012,DLA,Aircraft,Products,2638942723.0
2012,DLA,Clothing & Subsistence,Products,9462487303.0
2012,DLA,Electronics & Communications,Products,1842156815.0
2012,DLA,Engines & Power Plants,Products,1766334224.0
2012,DLA,ERS,Services,119581208.0
2012,DLA,FRS&C,Services,765880881.0
2012,DLA,Fuels,Products,22482287841.0
2012,DLA,Ground Vehicles,Products,1074397137.0
2012,DLA,ICT,Services,513685021.0
2012,DLA,Launchers & Munitions,Products,226002733.0
2012,DLA,MED,Services,4344322.0
2012,DLA,Missiles & Space,Products,45293470.0
2012,DLA,Other,Products,3520380936.0
2012,DLA,PAMS,Services,349553297.0
2012,DLA,Adv. Component Dev. & Prototypes (6.4),R&D,0.0
2012,DLA,Adv. Technology Dev. (6.3),R&D,20436.0
2012,DLA,Applied Research (6.2),R&D,2403985.0
2012,DLA,Basic Research (6.1),R&D,22261790.0
2012,DLA,System Dev. & Demonstration (6.5),R&D,333458.0
2012,DLA,Ships,Products,1051156196.0
2012,MDA,Clothing & Subsistence,Products,0.0
2012,MDA,Electronics & Communications,Products,5920063.0
2012,MDA,Engines & Power Plants,Products,-26112.0
2012,MDA,ERS,Services,62085531.0
2012,MDA,FRS&C,Services,28420738.0
2012,MDA,Ground Vehicles,Products,155634.0
2012,MDA,ICT,Services,41492440.0
2012,MDA,Launchers & Munitions,Products,297197826.0
2012,MDA,Missiles & Space,Products,3957108979.0
2012,MDA,Other,Products,2588502.0
2012,MDA,PAMS,Services,526707897.0
2012,MDA,Adv. Component Dev. & Prototypes (6.4),R&D,618458243.0
2012,MDA,Adv. Technology Dev. (6.3),R&D,490658432.0
2012,MDA,Applied Research (6.2),R&D,455206179.0
2012,MDA,Basic Research (6.1),R&D,819156018.0
2012,MDA,Operation of Government R&D Facilities,R&D,-1785262.0
2012,MDA,System Dev. & Demonstration (6.5),R&D,4969836.0
2012,Navy,Aircraft,Products,18887773800.0
2012,Navy,Clothing & Subsistence,Products,429919940.0
2012,Navy,Electronics & Communications,Products,5563546019.0
2012,Navy,Engines & Power Plants,Products,5139534868.0
2012,Navy,ERS,Services,7055910047.0
2012,Navy,FRS&C,Services,8934128448.0
2012,Navy,Fuels,Products,34409588.0
2012,Navy,Ground Vehicles,Products,2044025237.0
2012,Navy,ICT,Services,5861262953.0
2012,Navy,Launchers & Munitions,Products,1952591300.0
2012,Navy,MED,Services,415025496.0
2012,Navy,Missiles & Space,Products,3583139429.0
2012,Navy,Other,Products,2462965394.0
2012,Navy,PAMS,Services,11564427350.0
2012,Navy,Adv. Component Dev. & Prototypes (6.4),R&D,2087783817.0
2012,Navy,Adv. Technology Dev. (6.3),R&D,1578265752.0
2012,Navy,Applied Research (6.2),R&D,973153932.0
2012,Navy,Basic Research (6.1),R&D,446984742.0
2012,Navy,Operation of Government R&D Facilities,R&D,64144072.0
2012,Navy,Operational Systems Dev. (6.7),R&D,525131271.0
2012,Navy,System Dev. & Demonstration (6.5),R&D,5160741068.0
2012,Navy,Ships,Products,15778980239.0
2012,Other DoD,Aircraft,Products,708583896.0
2012,Other DoD,Clothing & Subsistence,Products,39133770.0
2012,Other DoD,Electronics & Communications,Products,1784145002.0
2012,Other DoD,Engines & Power Plants,Products,-12701243.0
2012,Other DoD,ERS,Services,6276452291.0
2012,Other DoD,FRS&C,Services,236574480.0
2012,Other DoD,Fuels,Products,2421684.0
2012,Other DoD,Ground Vehicles,Products,-20920865.0
2012,Other DoD,ICT,Services,5463538996.0
2012,Other DoD,Launchers & Munitions,Products,27727303.0
2012,Other DoD,MED,Services,12458695131.0
2012,Other DoD,Missiles & Space,Products,2065245.0
2012,Other DoD,Other,Products,144968446.0
2012,Other DoD,PAMS,Services,5259942130.0
2012,Other DoD,Adv. Component Dev. & Prototypes (6.4),R&D,179365730.0
2012,Other DoD,Adv. Technology Dev. (6.3),R&D,1044181669.0
2012,Other DoD,Applied Research (6.2),R&D,698472349.0
2012,Other DoD,Basic Research (6.1),R&D,113844775.0
2012,Other DoD,Operational Systems Dev. (6.7),R&D,-7341886.0
2012,Other DoD,System Dev. & Demonstration (6.5),R&D,-36585110.0
2012,Other DoD,Ships,Products,159958643.0
2013,Air Force,Aircraft,Products,13095536665.0
2013,Air Force,Clothing & Subsistence,Products,81129231.0
2013,Air Force,Electronics & Communications,Products,3187737411.0
2013,Air Force,Engines & Power Plants,Products,1102058973.0
2013,Air Force,ERS,Services,8157728751.0
2013,Air Force,FRS&C,Services,4089741072.0
2013,Air Force,Fuels,Products,3678116.0
2013,Air Force,Ground Vehicles,Products,76088077.0
2013,Air Force,ICT,Services,1920804077.0
2013,Air Force,Launchers & Munitions,Products,1142239810.0
2013,Air Force,MED,Services,348177305.0
2013,Air Force,Missiles & Space,Products,2804101282.0
2013,Air Force,Other,Products,1234182405.0
2013,Air Force,PAMS,Services,10759213191.0
2013,Air Force,Adv. Component Dev. & Prototypes (6.4),R&D,370769797.0
2013,Air Force,Adv. Technology Dev. (6.3),R&D,1241681448.0
2013,Air Force,Applied Research (6.2),R&D,4210793600.0
2013,Air Force,Basic Research (6.1),R&D,1496776526.0
2013,Air Force,Operation of Government R&D Facilities,R&D,-184517.0
2013,Air Force,Operational Systems Dev. (6.7),R&D,632917039.0
2013,Air Force,System Dev. & Demonstration (6.5),R&D,1798286728.0
2013,Air Force,Ships,Products,3193416.0
2013,Army,Aircraft,Products,9537019791.0
2013,Army,Clothing & Subsistence,Products,857982018.0
2013,Army,Electronics & Communications,Products,5548726600.0
2013,Army,Engines & Power Plants,Products,890816263.0
2013,Army,ERS,Services,4729571636.0
2013,Army,FRS&C,Services,20481632938.0
2013,Army,Fuels,Products,490428510.0
2013,Army,Ground Vehicles,Products,4280640869.0
2013,Army,ICT,Services,3635711944.0
2013,Army,Launchers & Munitions,Products,3549755647.0
2013,Army,MED,Services,951890740.0
2013,Army,Missiles & Space,Products,3172168796.0
2013,Army,Other,Products,3514199673.0
2013,Army,PAMS,Services,24627977989.0
2013,Army,Adv. Component Dev. & Prototypes (6.4),R&D,821303901.0
