"","FY","Customer","Breakout","Amount","Category"
"8176",2013,"Other DoD","Operational Systems Dev. (6.7)",-776684,"R&D"
"8177",2013,"Other DoD","Applied Research (6.2)",-3521297,"R&D"
"8178",2013,"Other DoD","Aircraft",96173,"Products"
"8179",2013,"Other DoD","Electronics & Communications",-6506835,"Products"
"8180",2013,"Other DoD","Adv. Technology Dev. (6.3)",-321460,"R&D"
"8181",2013,"Other DoD","Basic Research (6.1)",-235199,"R&D"
"8182",2014,"Air Force","Clothing & Subsistence",1980033,"Products"
"8183",2014,"Air Force","Electronics & Communications",724088008,"Products"
"8184",2014,"Air Force","FRS&C",12469545,"Services"
"8185",2014,"Air Force","Clothing & Subsistence",8024976,"Products"
"8186",2014,"Air Force","ICT",1564174908,"Services"
"8187",2014,"Air Force","Other",8834240,"Products"
"8188",2014,"Air Force","Aircraft",4246840,"Products"
"8189",2014,"Air Force","Electronics & Communications",56524245,"Products"
"8190",2014,"Air Force","FRS&C",82488280,"Services"
"8191",2014,"Air Force","Fuels",7749769,"Products"
"8192",2014,"Air Force","ERS",1517694132,"Services"
"8193",2014,"Air Force","Electronics & Communications",0,"Products"
"8194",2014,"Air Force","Ships",5378334,"Products"
"8195",2014,"Air Force","Applied Research (6.2)",150037124,"R&D"
"8196",2014,"Army","Adv. Technology Dev. (6.3)",24811198,"R&D"
"8197",2014,"Army","Other",69399261,"Products"
"8198",2014,"Army","ERS",588146848,"Services"
"8199",2014,"Army","Engines & Power Plants",118688847,"Products"
"8200",2014,"Army","PAMS",102743469,"Services"
"8201",2014,"Army","PAMS",746902369,"Services"
"8202",2014,"Army","PAMS",2187742241,"Services"
"8203",2014,"Army","Adv. Component Dev. & Prototypes (6.4)",1216944,"R&D"
"8204",2014,"Army","Electronics & Communications",8974517,"Products"
"8205",2014,"Army","ERS",30018728,"Services"
"8206",2014,"Army","FRS&C",54945970,"Services"
"8207",2014,"Army","Other",82486112,"Products"
"8208",2014,"DLA","Other",67681171,"Products"
"8209",2014,"DLA","ERS",64608766,"Services"
"8210",2014,"DLA","Engines & Power Plants",184935822,"Products"
"8211",2014,"DLA","PAMS",63332746,"Services"
"8212",2014,"DLA","Clothing & Subsistence",954397,"Products"
"8213",2014,"DLA","Electronics & Communications",8368030,"Products"
"8214",2014,"DLA","ERS",1078,"Services"
"8215",2014,"Air Force","Engines & Power Plants",61844802,"Products"
"8216",2014,"Air Force","Missiles & Space",8907835,"Products"
"8217",2014,"Air Force","Adv. Component Dev. & Prototypes (6.4)",115544982,"R&D"
"8218",2014,"Air Force","Adv. Technology Dev. (6.3)",436142214,"R&D"
"8219",2014,"Air Force","Applied Research (6.2)",667315404,"R&D"
"8220",2014,"Air Force","Missiles & Space",23783443,"Products"
"8221",2014,"Air Force","Clothing & Subsistence",218037,"Products"
"8222",2014,"Air Force","Ground Vehicles",879262,"Products"
"8223",2014,"Air Force","PAMS",4622659604,"Services"
"8224",2014,"Air Force","System Dev. & Demonstration (6.5)",55314051,"R&D"
"8225",2014,"Air Force","PAMS",724216853,"Services"
"8226",2014,"Air Force","Aircraft",0,"Products"
"8227",2014,"Air Force","FRS&C",113006,"Services"
"8228",2014,"Army","Clothing & Subsistence",89876,"Products"
"8229",2014,"Army","Electronics & Communications",35694829,"Products"
"8230",2014,"Army","Ground Vehicles",14043387,"Products"
"8231",2014,"Army","Electronics & Communications",4878764550,"Products"
"8232",2014,"Army","Engines & Power Plants",200359957,"Products"
"8233",2014,"Army","ERS",451227939,"Services"
"8234",2014,"Army","Adv. Component Dev. & Prototypes (6.4)",86765824,"R&D"
"8235",2014,"Army","Operational Systems Dev. (6.7)",10631419,"R&D"
"8236",2014,"Army","Missiles & Space",29028949,"Products"
"8237",2014,"Army","Other",1720136296,"Products"
"8238",2014,"Army","PAMS",1355205190,"Services"
"8239",2014,"Army","Aircraft",-189393,"Products"
"8240",2014,"Army","Launchers & Munitions",66078443,"Products"
"8241",2014,"Army","System Dev. & Demonstration (6.5)",0,"R&D"
"8242",2014,"Army","Ground Vehicles",2605702,"Products"
"8243",2014,"Army","Adv. Technology Dev. (6.3)",256823141,"R&D"
"8244",2014,"Army","Applied Research (6.2)",429341150,"R&D"
"8245",2014,"Army","ERS",1782405447,"Services"
"8246",2014,"Army","Clothing & Subsistence",60838,"Products"
"8247",2014,"Army","Engines & Power Plants",9982814,"Products"
"8248",2014,"Army","Fuels",46782,"Products"
"8249",2014,"Army","ICT",3989,"Services"
"8250",2014,"Army","Adv. Technology Dev. (6.3)",-88820,"R&D"
"8251",2014,"Army","PAMS",137550700,"Services"
"8252",2014,"DLA","Electronics & Communications",516830578,"Products"
"8253",2014,"DLA","Ground Vehicles",64265634,"Products"
"8254",2014,"DLA","Ships",3458524,"Products"
"8255",2014,"DLA","Electronics & Communications",855583950,"Products"
"8256",2014,"DLA","Engines & Power Plants",147706728,"Products"
"8257",2014,"DLA","ERS",5807973,"Services"
"8258",2014,"DLA","Other",1495076859,"Products"
"8259",2014,"DLA","Aircraft",336225,"Products"
"8260",2014,"DLA","Launchers & Munitions",30110449,"Products"
"8261",2014,"DLA","Ground Vehicles",1071314,"Products"
"8262",2014,"DLA","Adv. Technology Dev. (6.3)",1128618,"R&D"
"8263",2014,"Army","Missiles & Space",717159621,"Products"
"8264",2014,"Army","Adv. Technology Dev. (6.3)",0,"R&D"
"8265",2014,"Army","Applied Research (6.2)",5199472,"R&D"
"8266",2014,"Army","Ships",159907,"Products"
"8267",2014,"DLA","Aircraft",2003613796,"Products"
"8268",2014,"DLA","Missiles & Space",3426205,"Products"
"8269",2014,"DLA","Ships",100611,"Products"
"8270",2014,"DLA","Clothing & Subsistence",6434,"Products"
"8271",2014,"DLA","Fuels",31499,"Products"
"8272",2014,"DLA","FRS&C",13224,"Services"
"8273",2014,"DLA","Fuels",3263351,"Products"
"8274",2014,"DLA","PAMS",441861164,"Services"
"8275",2014,"DLA","ERS",19738473,"Services"
"8276",2014,"DLA","Electronics & Communications",242480023,"Products"
"8277",2014,"DLA","Engines & Power Plants",1324615,"Products"
"8278",2014,"DLA","Missiles & Space",344068,"Products"
"8279",2014,"DLA","Ships",82317,"Products"
"8280",2014,"MDA","FRS&C",18012859,"Services"
"8281",2014,"MDA","Adv. Technology Dev. (6.3)",499149723,"R&D"
"8282",2014,"MDA","Basic Research (6.1)",731096370,"R&D"
"8283",2014,"MDA","PAMS",3081898,"Services"
"8284",2014,"MilitaryHealth","ICT",48465084,"Services"
"8285",2014,"MilitaryHealth","PAMS",10648,"Services"
"8286",2014,"MilitaryHealth","PAMS",346357472,"Services"
"8287",2014,"Navy","Adv. Technology Dev. (6.3)",60004781,"R&D"
"8288",2014,"Navy","Clothing & Subsistence",94412,"Products"
"8289",2014,"Navy","ERS",208996842,"Services"
"8290",2014,"Navy","FRS&C",0,"Services"
"8291",2014,"Navy","Other",177760551,"Products"
"8292",2014,"Navy","System Dev. & Demonstration (6.5)",437427962,"R&D"
"8293",2014,"Navy","Electronics & Communications",334551,"Products"
"8294",2014,"Navy","PAMS",14267086,"Services"
"8295",2014,"Navy","Electronics & Communications",254384882,"Products"
"8296",2014,"Navy","PAMS",535333483,"Services"
"8297",2014,"Navy","Operational Systems Dev. (6.7)",103472087,"R&D"
"8298",2014,"Navy","System Dev. & Demonstration (6.5)",155216438,"R&D"
"8299",2014,"Navy","Missiles & Space",3894267,"Products"
"8300",2014,"Navy","Adv. Technology Dev. (6.3)",6932571,"R&D"
"8301",2014,"Navy","Basic Research (6.1)",27672860,"R&D"
"8302",2014,"Navy","ERS",43282493,"Services"
"8303",2014,"Navy","Other",14739119,"Products"
"8304",2014,"Navy","System Dev. & Demonstration (6.5)",9696065,"R&D"
"8305",2014,"Other DoD","Clothing & Subsistence",0,"Products"
"8306",2014,"Other DoD","FRS&C",0,"Services"
"8307",2014,"Other DoD","System Dev. & Demonstration (6.5)",-95620976,"R&D"
"8308",2014,"Other DoD","Engines & Power Plants",-64921,"Products"
"8309",2014,"Other DoD","ICT",4680607912,"Services"
"8310",2014,"Other DoD","Ships",-199017,"Products"
"8311",2014,"Other DoD","PAMS",12387002,"Services"
"8312",2014,"Other DoD","Operation of Government R&D Facilities",-823559,"R&D"
"8313",2014,"DLA","ERS",22191,"Services"
"8314",2014,"DLA","Other",303532221,"Products"
"8315",2014,"MDA","ERS",20409,"Services"
"8316",2014,"MDA","Missiles & Space",98102,"Products"
"8317",2014,"MDA","Adv. Component Dev. & Prototypes (6.4)",791607998,"R&D"
"8318",2014,"MilitaryHealth","FRS&C",130449,"Services"
"8319",2014,"Navy","Aircraft",13370415208,"Products"
"8320",2014,"Navy","Engines & Power Plants",2068776675,"Products"
"8321",2014,"Navy","ICT",1453269,"Services"
"8322",2014,"Navy","ICT",4327444033,"Services"
"8323",2014,"Navy","PAMS",190676096,"Services"
"8324",2014,"Navy","Applied Research (6.2)",168082623,"R&D"
"8325",2014,"Navy","Ground Vehicles",323410421,"Products"
"8326",2014,"Navy","ERS",47678184,"Services"
"8327",2014,"Navy","Launchers & Munitions",194319634,"Products"
"8328",2014,"Navy","MED",4057,"Services"
"8329",2014,"Navy","Other",6306926,"Products"
"8330",2014,"Navy","Other",717595919,"Products"
"8331",2014,"Navy","Applied Research (6.2)",88403312,"R&D"
"8332",2014,"Navy","Clothing & Subsistence",0,"Products"
"8333",2014,"Navy","Electronics & Communications",222804307,"Products"
"8334",2014,"Navy","Ground Vehicles",-374154,"Products"
"8335",2014,"Other DoD","Electronics & Communications",-10134302,"Products"
"8336",2014,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",22044762,"R&D"
"8337",2014,"Other DoD","Ships",-660,"Products"
"8338",2014,"Other DoD","Ground Vehicles",-34796,"Products"
"8339",2014,"Other DoD","Operational Systems Dev. (6.7)",-7212142,"R&D"
"8340",2014,"Other DoD","ERS",10306800,"Services"
"8341",2014,"Other DoD","Other",97839319,"Products"
"8342",2014,"Other DoD","Engines & Power Plants",438650,"Products"
"8343",2014,"Other DoD","PAMS",-22280,"Services"
"8344",2014,"Other DoD","Electronics & Communications",-412661,"Products"
"8345",2014,"Other DoD","PAMS",2665300367,"Services"
"8346",2014,"Other DoD","MED",45211256,"Services"
"8347",2014,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",-3899,"R&D"
"8348",2014,"Other DoD","Adv. Technology Dev. (6.3)",114647,"R&D"
"8349",2014,"Other DoD","Launchers & Munitions",26226110,"Products"
"8350",2014,"Other DoD","PAMS",-1527177,"Services"
"8351",2014,"Other DoD","System Dev. & Demonstration (6.5)",-96755,"R&D"
"8352",2015,"Air Force","Clothing & Subsistence",4750276,"Products"
"8353",2015,"Air Force","ERS",4549040310,"Services"
"8354",2015,"Air Force","Other",334984142,"Products"
"8355",2015,"Air Force","Aircraft",700290613,"Products"
"8356",2015,"Air Force","Launchers & Munitions",572234,"Products"
"8357",2015,"Air Force","Missiles & Space",32530925,"Products"
"8358",2015,"Air Force","PAMS",213465981,"Services"
"8359",2015,"Air Force","Adv. Component Dev. & Prototypes (6.4)",173750,"R&D"
"8360",2015,"Air Force","Operational Systems Dev. (6.7)",397755240,"R&D"
"8361",2014,"Army","ERS",1404679617,"Services"
"8362",2014,"Army","Other",259697152,"Products"
"8363",2014,"Army","System Dev. & Demonstration (6.5)",8085181,"R&D"
"8364",2014,"Army","Ground Vehicles",428231,"Products"
"8365",2014,"Army","Launchers & Munitions",46376803,"Products"
"8366",2014,"Army","ERS",127650641,"Services"
"8367",2014,"Army","Operational Systems Dev. (6.7)",0,"R&D"
"8368",2014,"Army","Adv. Component Dev. & Prototypes (6.4)",92854000,"R&D"
"8369",2014,"Army","Operational Systems Dev. (6.7)",-248288,"R&D"
"8370",2014,"Army","Basic Research (6.1)",708800034,"R&D"
"8371",2014,"Army","Basic Research (6.1)",23998296,"R&D"
"8372",2014,"Army","Operational Systems Dev. (6.7)",662344,"R&D"
"8373",2014,"DLA","Clothing & Subsistence",5643419,"Products"
"8374",2014,"DLA","Fuels",201281,"Products"
"8375",2014,"DLA","Launchers & Munitions",36984848,"Products"
"8376",2014,"DLA","Other",529474300,"Products"
"8377",2014,"DLA","Ground Vehicles",2240949,"Products"
"8378",2014,"DLA","ICT",358861678,"Services"
"8379",2014,"DLA","Launchers & Munitions",5876517,"Products"
"8380",2014,"DLA","PAMS",-1617557,"Services"
"8381",2014,"DLA","ERS",399225,"Services"
"8382",2014,"DLA","Other",51066199,"Products"
"8383",2014,"DLA","ERS",-133604,"Services"
"8384",2014,"DLA","Basic Research (6.1)",11223355,"R&D"
"8385",2014,"DLA","Fuels",26627,"Products"
"8386",2014,"DLA","Launchers & Munitions",108383270,"Products"
"8387",2014,"MDA","Electronics & Communications",5782709,"Products"
"8388",2014,"MDA","Other",2364916,"Products"
"8389",2014,"MDA","PAMS",450792721,"Services"
"8390",2014,"MDA","PAMS",-20175,"Services"
"8391",2014,"Navy","PAMS",279987280,"Services"
"8392",2014,"Navy","Aircraft",1319676330,"Products"
"8393",2014,"Navy","Adv. Component Dev. & Prototypes (6.4)",156582440,"R&D"
"8394",2014,"Navy","Missiles & Space",2264512,"Products"
"8395",2014,"Navy","Fuels",26561441,"Products"
"8396",2014,"Navy","Adv. Component Dev. & Prototypes (6.4)",955127379,"R&D"
"8397",2014,"Navy","PAMS",691953348,"Services"
"8398",2014,"Navy","Engines & Power Plants",2294552363,"Products"
"8399",2014,"Navy","ICT",2839882,"Services"
"8400",2014,"Navy","Ships",14377763816,"Products"
"8401",2014,"Navy","Aircraft",548759,"Products"
"8402",2014,"Navy","Adv. Component Dev. & Prototypes (6.4)",68240662,"R&D"
"8403",2014,"Other DoD","ERS",434424328,"Services"
"8404",2014,"Other DoD","Operational Systems Dev. (6.7)",-1099515,"R&D"
"8405",2014,"Other DoD","Basic Research (6.1)",13762268,"R&D"
"8406",2014,"Other DoD","Aircraft",0,"Products"
"8407",2014,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",-63535,"R&D"
"8408",2014,"Other DoD","Applied Research (6.2)",-1511884,"R&D"
"8409",2014,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",-813897,"R&D"
"8410",2014,"Other DoD","Applied Research (6.2)",46330,"R&D"
"8411",2014,"DLA","Applied Research (6.2)",-29353,"R&D"
"8412",2014,"DLA","Aircraft",7981090,"Products"
"8413",2014,"DLA","Engines & Power Plants",103857865,"Products"
"8414",2014,"MDA","ICT",48416251,"Services"
"8415",2014,"MDA","PAMS",107676,"Services"
"8416",2014,"MDA","Electronics & Communications",58432,"Products"
"8417",2014,"MDA","ERS",50989189,"Services"
"8418",2014,"MDA","Ground Vehicles",7728,"Products"
"8419",2014,"MilitaryHealth","PAMS",958149,"Services"
"8420",2014,"MilitaryHealth","Clothing & Subsistence",3142245,"Products"
"8421",2014,"Navy","Other",121071316,"Products"
"8422",2014,"Navy","Launchers & Munitions",637237630,"Products"
"8423",2014,"Navy","FRS&C",7722972921,"Services"
"8424",2014,"Navy","Basic Research (6.1)",161372,"R&D"
"8425",2014,"Navy","Ships",4510113,"Products"
"8426",2014,"Navy","Aircraft",36040532,"Products"
"8427",2014,"Navy","Missiles & Space",3333019270,"Products"
"8428",2014,"Navy","Adv. Component Dev. & Prototypes (6.4)",89586595,"R&D"
"8429",2014,"Navy","Adv. Technology Dev. (6.3)",109037028,"R&D"
"8430",2014,"Navy","Applied Research (6.2)",39120533,"R&D"
"8431",2014,"Navy","Clothing & Subsistence",274115002,"Products"
"8432",2014,"Navy","Basic Research (6.1)",159233284,"R&D"
"8433",2014,"Navy","Launchers & Munitions",621155382,"Products"
"8434",2014,"Navy","System Dev. & Demonstration (6.5)",3744515,"R&D"
"8435",2014,"Navy","Basic Research (6.1)",8397972,"R&D"
"8436",2014,"Navy","Operational Systems Dev. (6.7)",141819936,"R&D"
"8437",2014,"Other DoD","Ground Vehicles",-305361,"Products"
"8438",2014,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",317762027,"R&D"
"8439",2014,"Other DoD","Missiles & Space",30452,"Products"
"8440",2014,"Other DoD","Missiles & Space",-2028,"Products"
"8441",2014,"Other DoD","FRS&C",-69125,"Services"
"8442",2014,"Other DoD","Basic Research (6.1)",219804,"R&D"
"8443",2014,"Other DoD","ERS",2501010732,"Services"
"8444",2014,"Other DoD","Clothing & Subsistence",-49049,"Products"
"8445",2014,"Other DoD","ERS",15366719,"Services"
"8446",2014,"Other DoD","Applied Research (6.2)",7287993,"R&D"
"8447",2015,"Air Force","Aircraft",9410848851,"Products"
"8448",2015,"Air Force","Adv. Component Dev. & Prototypes (6.4)",73951872,"R&D"
"8449",2015,"Air Force","Adv. Technology Dev. (6.3)",63441303,"R&D"
"8450",2015,"Air Force","Missiles & Space",9831184,"Products"
"8451",2015,"Air Force","Other",36402229,"Products"
"8452",2015,"Air Force","Adv. Technology Dev. (6.3)",445724841,"R&D"
"8453",2015,"Air Force","Applied Research (6.2)",714478860,"R&D"
"8454",2015,"Air Force","PAMS",3162013,"Services"
"8455",2015,"Air Force","Clothing & Subsistence",319217,"Products"
"8456",2015,"Air Force","PAMS",5033589381,"Services"
"8457",2015,"Air Force","PAMS",385680,"Services"
"8458",2015,"Air Force","Electronics & Communications",-339623,"Products"
"8459",2014,"Army","Other",50329157,"Products"
"8460",2014,"Army","Adv. Technology Dev. (6.3)",534298929,"R&D"
"8461",2014,"Army","Applied Research (6.2)",85677506,"R&D"
"8462",2014,"Army","Clothing & Subsistence",898370663,"Products"
"8463",2014,"Army","Electronics & Communications",201566,"Products"
"8464",2014,"Army","FRS&C",14303,"Services"
"8465",2014,"Army","Clothing & Subsistence",217580,"Products"
"8466",2014,"Army","Adv. Component Dev. & Prototypes (6.4)",173629,"R&D"
"8467",2014,"DLA","Engines & Power Plants",926555926,"Products"
"8468",2014,"DLA","PAMS",255348,"Services"
"8469",2014,"DLA","PAMS",866959,"Services"
"8470",2014,"DLA","FRS&C",986622690,"Services"
"8471",2014,"DLA","Other",3156160,"Products"
"8472",2014,"DLA","Clothing & Subsistence",7945849718,"Products"
"8473",2014,"MDA","Operation of Government R&D Facilities",-48394,"R&D"
"8474",2014,"MDA","Other",1703515,"Products"
"8475",2014,"MDA","PAMS",1834037,"Services"
"8476",2014,"MDA","Applied Research (6.2)",474868007,"R&D"
"8477",2014,"MilitaryHealth","ERS",587116,"Services"
"8478",2014,"MilitaryHealth","Other",2270505,"Products"
"8479",2014,"Navy","Electronics & Communications",356045677,"Products"
"8480",2014,"Navy","FRS&C",-46746,"Services"
"8481",2014,"Navy","Electronics & Communications",4035102533,"Products"
"8482",2014,"Navy","Ground Vehicles",4230322,"Products"
"8483",2014,"Navy","Operation of Government R&D Facilities",45827054,"R&D"
"8484",2014,"Navy","ICT",-32171,"Services"
"8485",2014,"Navy","Other",5562781,"Products"
"8486",2014,"Navy","Applied Research (6.2)",384561,"R&D"
"8487",2014,"Navy","Basic Research (6.1)",1246550,"R&D"
"8488",2014,"Navy","ERS",2005090685,"Services"
"8489",2014,"Navy","Ground Vehicles",12652117,"Products"
"8490",2014,"Navy","MED",15006,"Services"
"8491",2014,"Navy","ICT",5587106,"Services"
"8492",2014,"Other DoD","Aircraft",55609020,"Products"
"8493",2014,"Other DoD","ICT",-468917,"Services"
"8494",2014,"Other DoD","Launchers & Munitions",-457364,"Products"
"8495",2014,"Other DoD","Missiles & Space",983126,"Products"
"8496",2014,"Other DoD","Aircraft",-5625482,"Products"
"8497",2014,"Other DoD","Launchers & Munitions",-2156077,"Products"
"8498",2014,"Other DoD","Missiles & Space",-16724,"Products"
"8499",2014,"Other DoD","PAMS",-13118084,"Services"
"8500",2014,"Other DoD","System Dev. & Demonstration (6.5)",11418392,"R&D"
"8501",2014,"Other DoD","Basic Research (6.1)",-4265,"R&D"
"8502",2014,"Other DoD","Operational Systems Dev. (6.7)",-882969,"R&D"
"8503",2014,"Other DoD","Ships",197132,"Products"
"8504",2014,"Other DoD","Aircraft",2000939,"Products"
"8505",2014,"Other DoD","Engines & Power Plants",-14081,"Products"
"8506",2014,"Other DoD","Missiles & Space",-12785126,"Products"
"8507",2014,"Other DoD","Other",-30902,"Products"
"8508",2014,"Other DoD","PAMS",-26767776,"Services"
"8509",2014,"Other DoD","Clothing & Subsistence",43801129,"Products"
"8510",2014,"Other DoD","Other",11715713,"Products"
"8511",2014,"Other DoD","PAMS",-893260,"Services"
"8512",2014,"Other DoD","System Dev. & Demonstration (6.5)",1991447,"R&D"
"8513",2014,"Other DoD","ERS",-840430,"Services"
"8514",2014,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",-33358,"R&D"
"8515",2014,"Other DoD","Operational Systems Dev. (6.7)",-402216,"R&D"
"8516",2015,"Air Force","Launchers & Munitions",19367978,"Products"
"8517",2015,"Air Force","System Dev. & Demonstration (6.5)",139071060,"R&D"
"8518",2015,"Air Force","System Dev. & Demonstration (6.5)",197130274,"R&D"
"8519",2015,"Air Force","ERS",177417581,"Services"
"8520",2015,"Air Force","Engines & Power Plants",2772401,"Products"
"8521",2015,"Air Force","ERS",84130363,"Services"
"8522",2015,"Air Force","Other",1789530,"Products"
"8523",2015,"Air Force","FRS&C",46262362,"Services"
"8524",2015,"Air Force","PAMS",764356413,"Services"
"8525",2015,"Air Force","System Dev. & Demonstration (6.5)",1178223656,"R&D"
"8526",2015,"Air Force","Electronics & Communications",28080,"Products"
"8527",2015,"Air Force","Engines & Power Plants",1501540,"Products"
"8528",2015,"Air Force","ERS",37734892,"Services"
"8529",2015,"Air Force","Other",804252,"Products"
"8530",2015,"Air Force","Adv. Technology Dev. (6.3)",39032491,"R&D"
"8531",2015,"Air Force","Applied Research (6.2)",112150175,"R&D"
"8532",2015,"Army","ICT",26532,"Services"
"8533",2015,"Army","Ground Vehicles",4558779983,"Products"
"8534",2015,"Army","Aircraft",12351469,"Products"
"8535",2015,"Army","Launchers & Munitions",29445011,"Products"
"8536",2015,"Army","Missiles & Space",4539155676,"Products"
"8537",2015,"Army","System Dev. & Demonstration (6.5)",31873352,"R&D"
"8538",2015,"Army","Fuels",31871687,"Products"
"8539",2015,"Army","Other",776194268,"Products"
"8540",2015,"Army","Adv. Component Dev. & Prototypes (6.4)",348403903,"R&D"
"8541",2015,"Army","Ships",93479668,"Products"
"8542",2015,"Army","Engines & Power Plants",4129464,"Products"
"8543",2015,"Army","Fuels",39040,"Products"
"8544",2015,"DLA","Launchers & Munitions",28871440,"Products"
"8545",2015,"DLA","Ships",145263,"Products"
"8546",2015,"DLA","Ground Vehicles",857115335,"Products"
"8547",2015,"DLA","Aircraft",145237,"Products"
"8548",2015,"DLA","Launchers & Munitions",1788260,"Products"
"8549",2015,"DLA","Missiles & Space",5601607,"Products"
"8550",2015,"DLA","Other",1076676722,"Products"
"8551",2015,"DLA","Ships",1044978351,"Products"
"8552",2015,"DLA","Engines & Power Plants",2589378,"Products"
"8553",2015,"DLA","ERS",13712,"Services"
"8554",2015,"DLA","Fuels",8784,"Products"
"8555",2015,"MDA","Ground Vehicles",2124145,"Products"
"8556",2015,"MDA","Launchers & Munitions",37863298,"Products"
"8557",2014,"MDA","Adv. Component Dev. & Prototypes (6.4)",4520898,"R&D"
"8558",2014,"MilitaryHealth","Adv. Technology Dev. (6.3)",2717740,"R&D"
"8559",2014,"MilitaryHealth","MED",12758047118,"Services"
"8560",2014,"Navy","Basic Research (6.1)",3832443,"R&D"
"8561",2014,"Navy","Operational Systems Dev. (6.7)",92103310,"R&D"
"8562",2014,"Navy","Ships",5728999,"Products"
"8563",2014,"Navy","Operational Systems Dev. (6.7)",19507024,"R&D"
"8564",2014,"Navy","Ships",256209688,"Products"
"8565",2014,"Navy","Engines & Power Plants",186085,"Products"
"8566",2014,"Navy","ERS",170822693,"Services"
"8567",2014,"Navy","Other",686637362,"Products"
"8568",2014,"Navy","Aircraft",0,"Products"
"8569",2014,"Navy","Engines & Power Plants",11105789,"Products"
"8570",2014,"Navy","Fuels",277704,"Products"
"8571",2014,"Navy","Launchers & Munitions",-118425,"Products"
"8572",2014,"Navy","Missiles & Space",-232379,"Products"
"8573",2014,"Navy","System Dev. & Demonstration (6.5)",104738610,"R&D"
"8574",2014,"Navy","Ships",273656,"Products"
"8575",2014,"Navy","Adv. Technology Dev. (6.3)",482230601,"R&D"
"8576",2014,"Navy","Applied Research (6.2)",432116963,"R&D"
"8577",2014,"Navy","MED",380171962,"Services"
"8578",2014,"Navy","ERS",3426305913,"Services"
"8579",2014,"Navy","Other",219017489,"Products"
"8580",2014,"Navy","Adv. Component Dev. & Prototypes (6.4)",77762349,"R&D"
"8581",2014,"Navy","Operational Systems Dev. (6.7)",13812488,"R&D"
"8582",2014,"Navy","Launchers & Munitions",782242036,"Products"
"8583",2014,"Navy","PAMS",81132615,"Services"
"8584",2014,"Other DoD","Other",-1145749,"Products"
"8585",2014,"Other DoD","Adv. Technology Dev. (6.3)",-276634,"R&D"
"8586",2014,"Other DoD","Applied Research (6.2)",278883,"R&D"
"8587",2014,"Other DoD","Adv. Technology Dev. (6.3)",306239309,"R&D"
"8588",2014,"Other DoD","Applied Research (6.2)",155394669,"R&D"
"8589",2014,"Other DoD","Electronics & Communications",-80558,"Products"
"8590",2014,"Other DoD","Adv. Technology Dev. (6.3)",3711560,"R&D"
"8591",2014,"Other DoD","Fuels",30144,"Products"
"8592",2014,"Other DoD","Basic Research (6.1)",66097646,"R&D"
"8593",2014,"Other DoD","Operational Systems Dev. (6.7)",649159,"R&D"
"8594",2014,"Other DoD","Basic Research (6.1)",703302,"R&D"
"8595",2014,"Other DoD","Electronics & Communications",-310716,"Products"
"8596",2015,"Air Force","Applied Research (6.2)",331532502,"R&D"
"8597",2015,"Air Force","Ground Vehicles",72045943,"Products"
"8598",2015,"Air Force","Basic Research (6.1)",1192047494,"R&D"
"8599",2015,"Air Force","Basic Research (6.1)",109419284,"R&D"
"8600",2015,"Air Force","Operational Systems Dev. (6.7)",20674657,"R&D"
"8601",2015,"Air Force","Basic Research (6.1)",99890,"R&D"
"8602",2015,"Air Force","Aircraft",410371,"Products"
"8603",2015,"Air Force","ICT",136629,"Services"
"8604",2015,"Air Force","Missiles & Space",1107764657,"Products"
"8605",2014,"Navy","Ground Vehicles",2091613,"Products"
"8606",2014,"Navy","Operational Systems Dev. (6.7)",2888870,"R&D"
"8607",2014,"Navy","PAMS",7745560170,"Services"
"8608",2014,"Navy","Aircraft",1355344,"Products"
"8609",2014,"Navy","Electronics & Communications",157327656,"Products"
"8610",2014,"Navy","FRS&C",94854260,"Services"
"8611",2014,"Navy","Fuels",276593,"Products"
"8612",2014,"Navy","PAMS",211836207,"Services"
"8613",2014,"Navy","Engines & Power Plants",2406106,"Products"
"8614",2014,"Navy","Adv. Technology Dev. (6.3)",14122969,"R&D"
"8615",2014,"Navy","Applied Research (6.2)",39733367,"R&D"
"8616",2014,"Navy","Ships",9859630,"Products"
"8617",2014,"Other DoD","PAMS",48881847,"Services"
"8618",2014,"Other DoD","Clothing & Subsistence",0,"Products"
"8619",2014,"Other DoD","Electronics & Communications",1800441878,"Products"
"8620",2014,"Other DoD","FRS&C",116839,"Services"
"8621",2014,"Other DoD","Adv. Technology Dev. (6.3)",3496581,"R&D"
"8622",2014,"Other DoD","System Dev. & Demonstration (6.5)",5462157,"R&D"
"8623",2014,"Other DoD","Ground Vehicles",-1039616,"Products"
"8624",2014,"Other DoD","Launchers & Munitions",6111521,"Products"
"8625",2014,"Other DoD","Missiles & Space",-51227,"Products"
"8626",2014,"Other DoD","Clothing & Subsistence",140651,"Products"
"8627",2014,"Other DoD","Other",-208622,"Products"
"8628",2015,"Air Force","ICT",45531652,"Services"
"8629",2015,"Air Force","Electronics & Communications",2106814424,"Products"
"8630",2015,"Air Force","Ground Vehicles",49473620,"Products"
